Service Id,Multi-Tenancy model,Automated Provisioning,Single Sign On,Subscription Based Billing,High Availability,Elastic Infrastructure,Data Security,Application Security,Rate Limiting/QoS,Audit,Security,Scalability,Ease Of Use,Latency,Score
Service_ID : 6281,967,High,No,Low,Medium,Strongly Disagree,High,High,36,Medium,High,Medium,Strongly Disagree,Very High,45.3125
Service_ID : 6282,441,High,No,High,Medium,Disagree,Medium,High,51,Medium,High,Medium,Agree,Medium,76.5625
Service_ID : 6283,512,High,No,Medium,Medium,Strongly Disagree,High,Medium,50,Low,High,Medium,Strongly Disagree,Medium,57.8125
Service_ID : 6284,98,Medium,No,High,Low,Neutral,Low,High,41,Low,Low,Low,Strongly Disagree,Medium,37.5
Service_ID : 6285,966,High,No,Medium,Low,Agree,Medium,Medium,55,High,Medium,High,Agree,Medium,73.4375
Service_ID : 6286,369,Low,No,High,Low,Strongly Disagree,High,Medium,71,Medium,High,Medium,Strongly Disagree,Very High,45.3125
Service_ID : 6287,817,High,No,Low,Medium,Disagree,High,Low,36,Low,Low,Medium,Strongly Disagree,Medium,42.1875
Service_ID : 6288,903,Low,No,Medium,Low,Strongly Agree,High,Medium,69,High,High,High,Neutral,Medium,75.0
Service_ID : 6289,109,High,Yes,High,Low,Disagree,Low,Medium,22,High,Low,Low,Agree,Low,62.5
Service_ID : 6290,886,Medium,No,Low,High,Neutral,High,High,90,High,High,High,Neutral,Medium,75.0
Service_ID : 6291,839,Medium,Yes,High,High,Agree,Low,Medium,17,Low,Low,Low,Strongly Agree,Low,68.75
Service_ID : 6292,844,Low,No,High,High,Disagree,High,Medium,4,Low,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 6293,357,Low,Yes,Low,Low,Disagree,High,High,88,Low,High,Medium,Disagree,High,57.8125
Service_ID : 6294,129,High,No,High,Medium,Neutral,Medium,Low,33,Low,Low,Low,Neutral,Medium,50.0
Service_ID : 6295,818,High,Yes,Low,High,Strongly Disagree,High,Low,52,High,Low,High,Agree,Low,71.875
Service_ID : 6296,105,Medium,No,High,Low,Disagree,Medium,High,26,Medium,High,Low,Neutral,Very High,53.125
Service_ID : 6297,924,Medium,No,Low,Low,Disagree,Low,Medium,61,High,Low,High,Strongly Disagree,Very High,34.375
Service_ID : 6298,215,Low,Yes,Medium,Low,Strongly Agree,Low,Medium,95,High,Low,Medium,Agree,Low,67.1875
Service_ID : 6299,105,Medium,Yes,Medium,Low,Strongly Disagree,High,High,11,Low,High,Low,Disagree,High,53.125
Service_ID : 6300,885,Low,Yes,Low,High,Neutral,Low,Medium,17,Low,Low,Low,Disagree,High,37.5
Service_ID : 6301,940,Medium,No,Medium,Low,Strongly Disagree,Medium,High,16,High,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 6302,192,Medium,Yes,High,Medium,Disagree,Low,High,88,High,Low,Medium,Strongly Agree,Low,73.4375
Service_ID : 6303,169,High,No,Low,High,Strongly Agree,Low,Medium,96,Medium,Low,Medium,Agree,Low,67.1875
Service_ID : 6304,373,Medium,No,High,Medium,Neutral,High,High,28,Low,High,Low,Neutral,Medium,65.625
Service_ID : 6305,646,Medium,Yes,Low,Medium,Agree,Medium,High,100,Medium,High,High,Agree,Low,87.5
Service_ID : 6306,370,Medium,Yes,High,Medium,Strongly Disagree,Medium,Low,29,Medium,Low,Low,Agree,Low,62.5
Service_ID : 6307,138,Low,Yes,Medium,High,Neutral,High,High,1,Low,High,Low,Disagree,High,53.125
Service_ID : 6308,773,High,Yes,High,Medium,Neutral,High,Medium,39,Medium,High,Medium,Strongly Agree,Low,89.0625
Service_ID : 6309,934,Low,No,Low,High,Strongly Agree,High,High,36,Medium,High,Medium,Neutral,Medium,70.3125
Service_ID : 6310,127,High,Yes,Medium,Low,Strongly Agree,Medium,Medium,83,High,Medium,Low,Strongly Agree,Low,76.5625
Service_ID : 6311,450,High,No,Medium,Medium,Strongly Disagree,Medium,High,15,Medium,High,Low,Neutral,Very High,53.125
Service_ID : 6312,515,Low,Yes,Low,Medium,Strongly Disagree,High,Medium,40,High,High,Medium,Disagree,High,57.8125
Service_ID : 6313,53,Low,No,Low,High,Strongly Agree,High,Medium,44,High,High,Low,Neutral,Medium,65.625
Service_ID : 6314,909,Low,Yes,Low,Medium,Agree,Medium,Medium,10,Medium,Medium,Low,Disagree,High,45.3125
Service_ID : 6315,105,High,No,High,Low,Disagree,Low,Low,3,High,Low,Low,Neutral,Very High,37.5
Service_ID : 6316,940,Medium,No,Low,Low,Disagree,Low,High,14,High,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 6317,200,Medium,Yes,Medium,Medium,Disagree,Low,Low,96,High,Low,Medium,Agree,Low,67.1875
Service_ID : 6318,959,High,No,High,High,Neutral,Low,High,43,Low,Low,High,Agree,Low,71.875
Service_ID : 6319,45,High,Yes,High,Medium,Strongly Agree,High,Medium,45,High,High,Low,Strongly Agree,Very Low,90.625
Service_ID : 6320,855,Low,No,High,High,Disagree,Low,High,50,Low,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 6321,556,High,Yes,High,Medium,Agree,Low,Medium,47,High,Low,Medium,Strongly Agree,Very Low,79.6875
Service_ID : 6322,239,High,Yes,Low,Low,Disagree,Low,Low,42,High,Low,Low,Disagree,High,37.5
Service_ID : 6323,300,Medium,No,Low,High,Agree,Medium,High,93,Medium,High,Medium,Neutral,Medium,70.3125
Service_ID : 6324,476,Low,No,High,High,Neutral,Low,High,79,High,Low,High,Agree,Medium,65.625
Service_ID : 6325,238,Medium,No,Medium,High,Neutral,High,Medium,68,Medium,High,Medium,Agree,Medium,76.5625
Service_ID : 6326,659,Low,No,Medium,High,Neutral,High,Low,41,Low,Low,Medium,Strongly Disagree,Medium,42.1875
Service_ID : 6327,536,High,Yes,High,Low,Agree,High,Low,10,Medium,Low,Low,Strongly Agree,Low,68.75
Service_ID : 6328,987,Low,No,High,Low,Disagree,Low,High,57,High,Low,High,Strongly Disagree,Medium,46.875
Service_ID : 6329,921,Medium,No,Low,Medium,Disagree,Low,High,24,High,Low,Medium,Neutral,Very High,42.1875
Service_ID : 6330,32,High,Yes,High,Low,Agree,High,Medium,67,Medium,High,Low,Strongly Agree,Low,84.375
Service_ID : 6331,52,Low,Yes,Medium,Low,Neutral,Low,Medium,5,Medium,Low,Low,Disagree,High,37.5
Service_ID : 6332,196,Medium,No,High,High,Disagree,High,Medium,42,High,High,Low,Agree,Medium,71.875
Service_ID : 6333,212,High,No,High,Low,Neutral,Low,High,52,Medium,Low,Low,Neutral,Medium,50.0
Service_ID : 6334,778,Low,No,High,Medium,Agree,Medium,Low,63,Medium,Low,High,Neutral,Medium,59.375
Service_ID : 6335,215,Medium,No,High,Low,Agree,High,High,8,High,High,Low,Agree,Very High,59.375
Service_ID : 6336,434,High,Yes,Low,Low,Strongly Disagree,Low,Low,30,Low,Low,Low,Disagree,High,37.5
Service_ID : 6337,937,High,Yes,High,High,Agree,Low,High,4,High,Low,Low,Strongly Agree,Low,68.75
Service_ID : 6338,602,Medium,Yes,High,Low,Agree,High,Low,38,Medium,Low,Medium,Agree,Low,67.1875
Service_ID : 6339,985,Medium,Yes,Low,Medium,Strongly Disagree,Low,Low,74,High,Low,High,Disagree,High,46.875
Service_ID : 6340,488,Low,Yes,Medium,Medium,Strongly Agree,Low,Low,6,High,Low,Low,Agree,High,50.0
Service_ID : 6341,174,High,Yes,High,Low,Disagree,Medium,High,70,High,High,Low,Agree,Low,78.125
Service_ID : 6342,386,Low,Yes,Low,Low,Strongly Disagree,High,Medium,2,Low,High,Low,Disagree,High,53.125
Service_ID : 6343,208,Medium,Yes,Medium,Medium,Disagree,Low,High,27,Low,Low,Low,Disagree,Low,50.0
Service_ID : 6344,409,High,Yes,Medium,High,Strongly Disagree,High,Low,14,Medium,Low,Low,Agree,High,50.0
Service_ID : 6345,573,Low,No,Medium,Low,Neutral,Medium,Low,21,High,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 6346,704,Medium,No,Low,Low,Agree,Low,Medium,17,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 6347,280,Low,No,Low,Low,Strongly Agree,High,Low,73,Low,Low,Medium,Strongly Disagree,Medium,42.1875
Service_ID : 6348,558,Low,No,Medium,High,Strongly Agree,Medium,Medium,47,Medium,Medium,Medium,Neutral,Medium,62.5
Service_ID : 6349,118,Medium,Yes,Medium,Medium,Agree,Medium,Low,21,High,Low,Low,Strongly Agree,Low,68.75
Service_ID : 6350,865,High,Yes,Low,Low,Strongly Agree,High,Medium,100,Low,High,High,Disagree,Low,75.0
Service_ID : 6351,597,Low,No,High,High,Neutral,Medium,Low,5,Medium,Low,Low,Neutral,Very High,37.5
Service_ID : 6352,721,Medium,Yes,High,Medium,Strongly Disagree,Low,Low,30,High,Low,Medium,Agree,Low,67.1875
Service_ID : 6353,926,Medium,No,Medium,Medium,Agree,High,Medium,62,Low,High,High,Neutral,Medium,75.0
Service_ID : 6354,505,High,No,High,Medium,Neutral,High,Low,63,Medium,Low,Medium,Agree,Low,67.1875
Service_ID : 6355,418,Low,Yes,High,Medium,Strongly Agree,Low,High,21,Medium,Low,Low,Agree,Low,62.5
Service_ID : 6356,888,Medium,Yes,High,Low,Disagree,Low,Low,21,Low,Low,Medium,Disagree,High,42.1875
Service_ID : 6357,337,Medium,No,Medium,Medium,Agree,High,High,45,Medium,High,Low,Agree,Medium,71.875
Service_ID : 6358,392,Low,No,Low,High,Neutral,High,High,28,High,High,Low,Neutral,Very High,53.125
Service_ID : 6359,673,High,No,Medium,Medium,Strongly Agree,High,Low,100,High,Low,High,Agree,Low,71.875
Service_ID : 6360,883,High,Yes,High,Low,Neutral,Medium,High,96,High,High,High,Strongly Agree,Very Low,100.0
Service_ID : 6361,305,High,No,Low,High,Disagree,High,Medium,67,Medium,High,Medium,Neutral,Medium,70.3125
Service_ID : 6362,267,Medium,No,High,High,Disagree,High,Low,35,Medium,Low,Low,Agree,Medium,56.25
Service_ID : 6363,639,High,No,Low,Medium,Strongly Agree,Medium,Medium,25,Low,Medium,Low,Neutral,Medium,57.8125
Service_ID : 6364,5,Medium,Yes,Low,Medium,Strongly Agree,Medium,Medium,10,Low,Medium,Low,Disagree,High,45.3125
Service_ID : 6365,521,High,No,High,Low,Strongly Agree,High,High,85,High,High,High,Agree,Low,87.5
Service_ID : 6366,231,Medium,Yes,Medium,Medium,Strongly Disagree,Medium,Medium,23,High,Medium,Low,Agree,High,57.8125
Service_ID : 6367,29,Medium,Yes,Medium,High,Strongly Agree,Medium,Low,39,High,Low,Low,Strongly Agree,Low,68.75
Service_ID : 6368,452,Medium,No,Medium,Medium,Strongly Disagree,High,High,90,Low,High,High,Strongly Disagree,Medium,62.5
Service_ID : 6369,632,Low,No,High,Medium,Strongly Agree,Low,Medium,61,High,Low,High,Agree,Medium,65.625
Service_ID : 6370,818,High,No,Medium,High,Disagree,Medium,Medium,9,Low,Medium,Low,Neutral,Medium,57.8125
Service_ID : 6371,408,Medium,Yes,Low,Low,Disagree,Medium,High,70,Low,High,Medium,Disagree,High,57.8125
Service_ID : 6372,159,High,Yes,Medium,Low,Neutral,Low,High,10,High,Low,Low,Agree,High,50.0
Service_ID : 6373,898,Low,No,High,Low,Agree,Low,Low,28,High,Low,Medium,Neutral,Medium,54.6875
Service_ID : 6374,286,High,No,Medium,Low,Disagree,Medium,High,55,High,High,Low,Neutral,Medium,65.625
Service_ID : 6375,383,Low,No,Low,High,Strongly Agree,Medium,Low,62,High,Low,Medium,Neutral,Medium,54.6875
Service_ID : 6376,343,Low,No,Low,Medium,Neutral,Medium,High,27,Low,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 6377,76,High,No,High,Medium,Neutral,Medium,Low,19,Medium,Low,Low,Agree,Medium,56.25
Service_ID : 6378,370,High,Yes,Medium,Medium,Agree,High,High,37,Low,High,Low,Agree,Low,78.125
Service_ID : 6379,774,Low,No,Medium,High,Neutral,Low,Medium,31,Medium,Low,Medium,Neutral,Medium,54.6875
Service_ID : 6380,590,Low,No,Low,Low,Strongly Agree,Medium,High,22,High,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 6381,944,Medium,Yes,High,Low,Neutral,Medium,Low,47,Low,Low,High,Disagree,Low,59.375
Service_ID : 6382,642,Low,Yes,High,Medium,Disagree,High,High,35,Low,High,Medium,Disagree,Low,70.3125
Service_ID : 6383,697,High,No,Low,High,Disagree,Low,Medium,52,Medium,Low,High,Neutral,Medium,59.375
Service_ID : 6384,253,High,Yes,Medium,Medium,Agree,Medium,Medium,21,Medium,Medium,Low,Strongly Agree,Low,76.5625
Service_ID : 6385,269,High,No,Medium,Low,Strongly Agree,Medium,Medium,68,Medium,Medium,Medium,Neutral,Medium,62.5
Service_ID : 6386,757,High,Yes,Low,Medium,Agree,Medium,High,92,Medium,High,High,Agree,Low,87.5
Service_ID : 6387,800,High,No,High,High,Disagree,Medium,Low,9,Medium,Low,Low,Agree,Medium,56.25
Service_ID : 6388,200,High,No,Medium,Medium,Neutral,High,Low,69,Low,Low,Low,Neutral,Medium,50.0
Service_ID : 6389,63,Medium,No,Low,High,Neutral,High,Low,95,Low,Low,Low,Strongly Disagree,Medium,37.5
Service_ID : 6390,950,Low,No,High,Medium,Agree,Medium,High,81,Medium,High,High,Neutral,Medium,75.0
Service_ID : 6391,513,Medium,Yes,Medium,Medium,Strongly Disagree,High,High,53,Low,High,Medium,Disagree,Low,70.3125
Service_ID : 6392,721,Medium,Yes,Low,Medium,Strongly Disagree,High,Low,58,Low,Low,High,Disagree,High,46.875
Service_ID : 6393,77,High,Yes,High,Low,Neutral,Medium,Low,38,Low,Low,Low,Agree,Low,62.5
Service_ID : 6394,218,Medium,Yes,High,Low,Strongly Disagree,Medium,Low,77,Low,Low,Medium,Disagree,Low,54.6875
Service_ID : 6395,487,High,Yes,Medium,High,Strongly Disagree,Medium,High,20,High,High,Low,Agree,Low,78.125
Service_ID : 6396,157,High,Yes,Low,Medium,Neutral,High,Low,24,High,Low,Low,Agree,Low,62.5
Service_ID : 6397,335,High,Yes,Low,Medium,Disagree,Medium,Low,30,Medium,Low,Low,Agree,Low,62.5
Service_ID : 6398,627,Low,No,Medium,High,Agree,High,Medium,24,Low,High,Low,Neutral,Medium,65.625
Service_ID : 6399,441,High,No,High,Low,Agree,Low,High,82,Medium,Low,High,Agree,Low,71.875
Service_ID : 6400,924,Low,Yes,High,High,Agree,High,Medium,55,High,High,High,Strongly Agree,Low,93.75
Service_ID : 6401,468,Low,No,Medium,High,Disagree,High,Low,74,High,Low,Medium,Neutral,Medium,54.6875
Service_ID : 6402,188,Low,No,Low,Medium,Neutral,High,Low,95,Medium,Low,Medium,Strongly Disagree,Medium,42.1875
Service_ID : 6403,252,Medium,Yes,High,Medium,Agree,High,Low,61,High,Low,Low,Strongly Agree,Very Low,75.0
Service_ID : 6404,872,Low,No,Medium,Medium,Agree,High,Medium,67,Low,High,High,Strongly Disagree,Medium,62.5
Service_ID : 6405,887,Low,No,Medium,Low,Agree,High,High,84,High,High,High,Neutral,Medium,75.0
Service_ID : 6406,366,High,No,Medium,Low,Disagree,High,Medium,25,High,High,Low,Neutral,Very High,53.125
Service_ID : 6407,159,Low,No,Medium,Medium,Strongly Disagree,Medium,Medium,79,Low,Medium,Low,Strongly Disagree,Very High,32.8125
Service_ID : 6408,566,Medium,No,High,High,Strongly Agree,Medium,High,44,Medium,High,Medium,Agree,Low,82.8125
Service_ID : 6409,167,High,No,High,Low,Disagree,High,Medium,61,Low,High,Low,Strongly Disagree,Medium,53.125
Service_ID : 6410,78,Low,No,Low,High,Neutral,Medium,Medium,32,Low,Medium,Low,Strongly Disagree,Very High,32.8125
Service_ID : 6411,41,Low,No,Low,Low,Neutral,High,Low,61,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 6412,770,Low,No,Low,High,Agree,Medium,High,38,Medium,High,Medium,Neutral,Medium,70.3125
Service_ID : 6413,340,High,Yes,Medium,Medium,Strongly Agree,High,High,81,High,High,Medium,Strongly Agree,Very Low,95.3125
Service_ID : 6414,521,Low,Yes,Medium,High,Neutral,High,Medium,72,Medium,High,High,Agree,Low,87.5
Service_ID : 6415,370,Low,Yes,Low,Low,Agree,Low,Medium,91,Medium,Low,Medium,Disagree,Low,54.6875
Service_ID : 6416,442,Low,Yes,High,Low,Strongly Agree,Low,Low,78,Low,Low,Medium,Disagree,Low,54.6875
Service_ID : 6417,623,Low,Yes,Medium,Low,Strongly Disagree,High,Medium,26,Low,High,Medium,Disagree,High,57.8125
Service_ID : 6418,679,Low,No,Medium,High,Strongly Agree,High,High,14,Low,High,Low,Neutral,Medium,65.625
Service_ID : 6419,600,Low,Yes,Low,Low,Agree,Low,Medium,34,Medium,Low,Medium,Disagree,High,42.1875
Service_ID : 6420,85,Low,No,High,Medium,Strongly Disagree,Low,Medium,74,High,Low,Low,Strongly Disagree,Medium,37.5
Service_ID : 6421,47,Medium,Yes,High,High,Agree,Low,Medium,44,High,Low,Low,Strongly Agree,Very Low,75.0
Service_ID : 6422,758,High,Yes,Medium,High,Agree,Low,Low,87,Medium,Low,High,Strongly Agree,Very Low,84.375
Service_ID : 6423,10,High,No,High,Low,Strongly Disagree,Low,Medium,1,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 6424,865,Low,No,High,High,Disagree,Low,High,10,Medium,Low,Low,Neutral,Very High,37.5
Service_ID : 6425,264,Low,Yes,High,High,Neutral,High,High,42,Low,High,Low,Agree,Low,78.125
Service_ID : 6426,978,High,No,Medium,Medium,Strongly Disagree,Low,Medium,82,Medium,Low,High,Neutral,Medium,59.375
Service_ID : 6427,911,High,Yes,High,High,Neutral,Low,Low,4,High,Low,Low,Strongly Agree,Low,68.75
Service_ID : 6428,389,Low,No,High,High,Neutral,Low,High,39,Low,Low,Low,Neutral,Medium,50.0
Service_ID : 6429,648,Low,Yes,Medium,Medium,Agree,Medium,Low,20,High,Low,Low,Agree,Low,62.5
Service_ID : 6430,203,High,No,Low,Low,Disagree,Medium,Medium,79,Low,Medium,Medium,Strongly Disagree,Medium,50.0
Service_ID : 6431,439,Medium,No,Medium,High,Disagree,Low,Medium,20,Low,Low,Low,Neutral,Medium,50.0
Service_ID : 6432,304,High,No,High,Medium,Strongly Disagree,Medium,Medium,79,High,Medium,Medium,Neutral,Medium,62.5
Service_ID : 6433,692,High,No,Medium,High,Strongly Agree,Medium,Low,20,Medium,Low,Low,Agree,Medium,56.25
Service_ID : 6434,920,Low,No,Low,High,Strongly Agree,Medium,Medium,4,Low,Medium,Low,Strongly Disagree,Very High,32.8125
Service_ID : 6435,255,Medium,Yes,Low,Low,Neutral,High,Low,26,Medium,Low,Low,Disagree,High,37.5
Service_ID : 6436,765,High,No,High,High,Neutral,Medium,Low,63,Low,Low,High,Agree,Low,71.875
Service_ID : 6437,514,Medium,Yes,High,Low,Strongly Disagree,Medium,Medium,43,High,Medium,Medium,Disagree,High,50.0
Service_ID : 6438,790,Low,Yes,High,High,Disagree,Medium,Low,37,Low,Low,Medium,Disagree,Low,54.6875
Service_ID : 6439,464,High,No,High,High,Strongly Agree,Low,Low,7,Medium,Low,Low,Agree,Medium,56.25
Service_ID : 6440,131,High,Yes,High,Low,Disagree,High,Medium,15,Medium,High,Low,Agree,High,65.625
Service_ID : 6441,817,High,No,Medium,Medium,Strongly Disagree,Medium,Medium,59,Medium,Medium,High,Neutral,Medium,67.1875
Service_ID : 6442,63,High,No,Medium,Low,Neutral,Medium,High,39,Medium,High,Low,Neutral,Medium,65.625
Service_ID : 6443,681,Low,Yes,Medium,Medium,Agree,Medium,High,18,High,High,Low,Agree,High,65.625
Service_ID : 6444,225,Low,No,Low,High,Disagree,Low,Medium,50,Medium,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 6445,544,High,Yes,High,Low,Disagree,Medium,Medium,14,High,Medium,Low,Agree,High,57.8125
Service_ID : 6446,328,High,No,High,Medium,Neutral,Low,High,7,Medium,Low,Low,Agree,Medium,56.25
Service_ID : 6447,454,High,No,Low,High,Strongly Disagree,Low,High,45,High,Low,Medium,Neutral,Medium,54.6875
Service_ID : 6448,113,High,Yes,High,Medium,Strongly Disagree,High,High,96,High,High,Low,Agree,Low,78.125
Service_ID : 6449,153,Medium,Yes,Medium,High,Strongly Disagree,Medium,High,83,Medium,High,Low,Agree,Low,78.125
Service_ID : 6450,797,Low,Yes,Medium,High,Strongly Agree,Medium,Medium,70,Medium,Medium,High,Agree,Low,79.6875
Service_ID : 6451,350,Medium,Yes,High,High,Disagree,Low,Low,21,Medium,Low,Low,Strongly Agree,Low,68.75
Service_ID : 6452,105,Medium,Yes,Medium,High,Strongly Agree,High,High,29,High,High,Low,Strongly Agree,Low,84.375
Service_ID : 6453,942,Medium,Yes,Low,Low,Strongly Disagree,High,High,33,Medium,High,Medium,Disagree,High,57.8125
Service_ID : 6454,901,High,No,High,Medium,Disagree,Medium,Low,17,Low,Low,Low,Neutral,Medium,50.0
Service_ID : 6455,769,Medium,Yes,Low,Medium,Neutral,Medium,Low,100,Medium,Low,High,Agree,Low,71.875
Service_ID : 6456,773,High,No,Medium,High,Disagree,Medium,Low,45,Low,Low,Medium,Neutral,Medium,54.6875
Service_ID : 6457,552,High,No,Medium,High,Neutral,Low,Low,59,Medium,Low,Medium,Agree,Low,67.1875
Service_ID : 6458,678,Low,Yes,High,Low,Agree,Medium,Low,43,Medium,Low,Medium,Agree,Low,67.1875
Service_ID : 6459,465,High,Yes,Medium,Medium,Disagree,Low,High,24,Medium,Low,Low,Agree,Low,62.5
Service_ID : 6460,902,High,Yes,Medium,Low,Strongly Disagree,Low,Low,21,Low,Low,Medium,Disagree,High,42.1875
Service_ID : 6461,327,Medium,No,High,Low,Disagree,Low,Low,97,Low,Low,Medium,Strongly Disagree,Medium,42.1875
Service_ID : 6462,728,Low,No,Medium,High,Disagree,Low,Low,22,Low,Low,Medium,Strongly Disagree,Very High,29.6875
Service_ID : 6463,606,Low,Yes,Low,Medium,Disagree,Low,Low,12,Low,Low,Low,Disagree,High,37.5
Service_ID : 6464,26,High,Yes,Medium,Medium,Neutral,Low,Low,56,Low,Low,Low,Agree,Low,62.5
Service_ID : 6465,23,Low,Yes,Medium,Medium,Disagree,Low,High,13,Low,Low,Low,Disagree,High,37.5
Service_ID : 6466,334,Medium,No,Medium,Low,Strongly Agree,Medium,High,31,Medium,High,Low,Neutral,Medium,65.625
Service_ID : 6467,819,Low,No,High,High,Strongly Disagree,Medium,High,64,Low,High,High,Strongly Disagree,Medium,62.5
Service_ID : 6468,79,High,Yes,High,Medium,Neutral,High,High,60,High,High,Low,Strongly Agree,Very Low,90.625
Service_ID : 6469,815,Medium,Yes,Medium,High,Agree,High,High,18,Low,High,Low,Agree,Low,78.125
Service_ID : 6470,781,Low,No,Low,Medium,Agree,Low,Medium,90,High,Low,High,Neutral,Medium,59.375
Service_ID : 6471,645,Medium,No,High,Medium,Strongly Disagree,Medium,Low,27,Low,Low,Medium,Strongly Disagree,Medium,42.1875
Service_ID : 6472,467,Low,No,Low,Medium,Agree,High,Medium,11,Medium,High,Low,Strongly Disagree,Very High,40.625
Service_ID : 6473,582,Medium,No,High,High,Strongly Disagree,Medium,Medium,25,Medium,Medium,Low,Neutral,Medium,57.8125
Service_ID : 6474,505,High,Yes,Low,High,Neutral,Medium,High,24,Medium,High,Low,Agree,Low,78.125
Service_ID : 6475,111,Medium,Yes,High,High,Strongly Agree,High,Low,76,Low,Low,Low,Strongly Agree,Very Low,75.0
Service_ID : 6476,904,High,No,Medium,Medium,Disagree,High,Low,7,Low,Low,Low,Neutral,Very High,37.5
Service_ID : 6477,671,High,Yes,High,High,Agree,High,Medium,80,High,High,High,Strongly Agree,Very Low,100.0
Service_ID : 6478,871,Medium,Yes,Medium,Low,Strongly Agree,Medium,High,41,High,High,Medium,Agree,Low,82.8125
Service_ID : 6479,559,Medium,No,High,Low,Agree,Medium,High,82,High,High,High,Agree,Medium,81.25
Service_ID : 6480,279,Low,No,High,High,Neutral,Low,High,61,Medium,Low,Medium,Neutral,Medium,54.6875
Service_ID : 6481,906,Medium,No,Medium,Medium,Strongly Agree,Low,Medium,92,High,Low,High,Agree,Low,71.875
Service_ID : 6482,539,Low,No,High,Medium,Strongly Disagree,Low,Medium,7,Low,Low,Low,Strongly Disagree,Very High,25.0
Service_ID : 6483,199,High,Yes,Low,Medium,Strongly Agree,Low,High,51,High,Low,Low,Strongly Agree,Low,68.75
Service_ID : 6484,783,High,No,Medium,Medium,Strongly Disagree,Medium,Low,95,High,Low,High,Neutral,Medium,59.375
Service_ID : 6485,913,Low,No,High,High,Agree,Low,Low,54,Low,Low,High,Neutral,Medium,59.375
Service_ID : 6486,252,Medium,Yes,High,Medium,Disagree,High,Low,84,Low,Low,Medium,Agree,Low,67.1875
Service_ID : 6487,71,Medium,No,High,Medium,Disagree,High,Medium,72,Low,High,Low,Neutral,Medium,65.625
Service_ID : 6488,598,Medium,Yes,High,Medium,Strongly Agree,Medium,Medium,73,Medium,Medium,High,Strongly Agree,Very Low,92.1875
Service_ID : 6489,667,High,Yes,High,Low,Neutral,Medium,High,64,High,High,High,Strongly Agree,Low,93.75
Service_ID : 6490,153,Low,Yes,High,Low,Strongly Agree,High,High,74,High,High,Low,Agree,Low,78.125
Service_ID : 6491,92,High,No,Medium,Low,Strongly Disagree,Medium,Medium,63,High,Medium,Low,Strongly Disagree,Medium,45.3125
Service_ID : 6492,749,High,Yes,Low,High,Strongly Disagree,Low,Low,7,Medium,Low,Low,Disagree,High,37.5
Service_ID : 6493,359,Low,No,High,Low,Strongly Agree,Low,High,52,Medium,Low,Medium,Neutral,Medium,54.6875
Service_ID : 6494,936,Medium,No,Medium,Medium,Strongly Disagree,High,High,83,Low,High,High,Strongly Disagree,Medium,62.5
Service_ID : 6495,791,High,No,Low,Low,Strongly Agree,Low,High,12,Medium,Low,Low,Neutral,Very High,37.5
Service_ID : 6496,837,High,No,Medium,Medium,Disagree,Medium,High,8,Medium,High,Low,Neutral,Very High,53.125
Service_ID : 6497,848,Low,No,Medium,Low,Disagree,Medium,Low,64,Low,Low,High,Strongly Disagree,Very High,34.375
Service_ID : 6498,205,Medium,Yes,Medium,Low,Strongly Agree,High,Low,56,Low,Low,Low,Disagree,Low,50.0
Service_ID : 6499,38,Medium,No,Medium,High,Disagree,Low,Medium,84,Low,Low,Low,Neutral,Medium,50.0
Service_ID : 6500,430,Low,Yes,High,Medium,Disagree,Low,High,4,High,Low,Low,Agree,High,50.0
Service_ID : 6501,628,High,No,High,Medium,Agree,High,Medium,7,High,High,Low,Agree,Medium,71.875
Service_ID : 6502,362,High,Yes,Medium,Medium,Strongly Agree,Medium,High,9,High,High,Low,Strongly Agree,Low,84.375
Service_ID : 6503,596,Medium,Yes,Low,High,Agree,Medium,Low,86,Medium,Low,High,Agree,Low,71.875
Service_ID : 6504,353,Low,Yes,Medium,High,Strongly Agree,Medium,High,28,Low,High,Low,Agree,Low,78.125
Service_ID : 6505,208,Medium,No,High,High,Agree,Medium,High,24,High,High,Low,Agree,Medium,71.875
Service_ID : 6506,145,High,No,Medium,Low,Strongly Disagree,Medium,Medium,68,Low,Medium,Low,Strongly Disagree,Medium,45.3125
Service_ID : 6507,381,Low,Yes,Low,Medium,Neutral,Low,Low,24,High,Low,Low,Disagree,High,37.5
Service_ID : 6508,588,Low,No,High,Medium,Disagree,Medium,Medium,82,Medium,Medium,High,Neutral,Medium,67.1875
Service_ID : 6509,971,Low,Yes,Medium,Medium,Strongly Agree,High,Low,52,High,Low,High,Agree,Low,71.875
Service_ID : 6510,476,Low,Yes,Medium,Low,Disagree,Medium,Medium,49,Low,Medium,Medium,Disagree,High,50.0
